date,description,category,type,amount
2024-11-03,Beli bunga untuk keluarga,Gift & Donation,expense,729839
2025-09-17,Hadiah ulang tahun untuk teman,Gift & Donation,expense,741466
2025-10-22,Bayar tol,Transportation,expense,219741
2025-08-10,Dinner di restoran Jepang,Food & Dining,expense,200975
2024-11-01,Langganan platform e-learning,Education,expense,4218449
2025-05-27,Top up pulsa Telkomsel,Bills & Utilities,expense,287613
2025-04-18,Langganan internet Indihome,Bills & Utilities,expense,579318
2025-03-04,Tes darah di klinik,Health & Medical,expense,1053551
2025-02-11,Beli sepatu di Tokopedia,Shopping,expense,4961484
2025-08-24,Pendapatan tambahan,Other Income,income,288363
2025-05-05,Langganan Netflix,Entertainment,expense,402281
2024-12-07,Pesan GoFood,Food & Dining,expense,103232
2025-10-13,Tiket KRL Bekasi-Jakarta,Transportation,expense,154919
2024-12-01,Kopi di Starbucks,Food & Dining,expense,295384
2025-01-06,Beli vitamin di Guardian,Health & Medical,expense,664786
2025-03-13,Beli jam tangan Casio,Shopping,expense,1610449
2025-03-30,Beli game di Steam,Entertainment,expense,194722
2025-02-17,Pendapatan toko online,Business,income,2048050
2025-08-11,Sumbangan ke panti asuhan,Gift & Donation,expense,696420
2025-03-18,Penarikan tunai ATM,Other Expense,expense,297277
2025-01-15,Pendapatan proyek freelance,Salary,income,8963537
2025-08-26,Pesan GoFood,Food & Dining,expense,60395
2025-03-08,Naik Gojek ke kantor,Transportation,expense,224247
2024-12-24,Belanja bulanan di Superindo,Shopping,expense,3930042
2025-01-21,Hasil penjualan produk,Business,income,3062193
2025-02-24,Pembayaran dari klien,Business,income,646741
2025-03-10,Beli buku pelajaran,Education,expense,4405418
2025-07-07,Beli makanan di Indomaret,Food & Dining,expense,49805
2025-01-15,Bayar air PDAM,Bills & Utilities,expense,201385
2024-12-28,Bonus tahunan,Salary,income,9058837
2025-08-11,Donasi ke masjid,Gift & Donation,expense,831200
2025-02-24,Beli vitamin di Guardian,Health & Medical,expense,1004087
2025-10-22,Belanja pakaian di Uniqlo,Shopping,expense,2132176
2024-11-12,Belanja bulanan di Superindo,Shopping,expense,612657
2024-10-22,Bayar air PDAM,Bills & Utilities,expense,702307
2025-06-29,Gaji lembur,Salary,income,16366990
2025-07-26,Bayar iuran keamanan,Bills & Utilities,expense,1623025
2025-06-17,Bayar iuran keamanan,Bills & Utilities,expense,1457598
2025-08-28,Hasil penjualan produk,Business,income,7298104
2025-05-18,Konsultasi dokter umum,Health & Medical,expense,400005
2024-12-25,Komisi reseller,Business,income,1110970
2025-08-25,Langganan Netflix,Entertainment,expense,405353
2025-08-27,Beli obat di apotek,Health & Medical,expense,1946171
2025-05-02,Top up pulsa Telkomsel,Bills & Utilities,expense,728134
2025-04-01,Bayar kursus online,Education,expense,4187110
2025-02-09,Langganan Netflix,Entertainment,expense,476694
2025-06-09,Bunga tabungan bank,Other Income,income,463612
2025-09-19,Hadiah ulang tahun untuk teman,Gift & Donation,expense,842318
2025-02-24,Beli vitamin di Guardian,Health & Medical,expense,348456
2025-06-03,Pesan GoFood,Food & Dining,expense,152602
2025-06-17,Pendapatan proyek freelance,Salary,income,16960314
2025-02-03,Tunjangan transportasi,Salary,income,12772872
2024-11-17,Beli jam tangan Casio,Shopping,expense,2108279
2025-03-22,Belanja pakaian di Uniqlo,Shopping,expense,3187638
2025-06-17,Kopi di Starbucks,Food & Dining,expense,222667
2024-11-30,Refund pembelian,Other Income,income,323648
2025-07-11,Tes darah di klinik,Health & Medical,expense,1206803
2025-06-24,Gaji bulanan PT Astra,Salary,income,6136751
2025-01-29,Les bahasa Inggris,Education,expense,2703335
2024-10-27,Pembayaran dari klien,Business,income,2199577
2025-03-09,Belanja bulanan di Superindo,Shopping,expense,552368
2025-02-10,Beli makanan di Indomaret,Food & Dining,expense,293201
2025-06-08,Bayar kursus online,Education,expense,3484065
2025-06-14,Bayar uang sekolah anak,Education,expense,3010224
2025-03-16,Donasi ke masjid,Gift & Donation,expense,395841
2025-08-17,Beli makanan di Indomaret,Food & Dining,expense,84643
2025-05-31,Pendapatan proyek freelance,Salary,income,17811747
2025-09-28,Pendapatan toko online,Business,income,9693742
2025-07-08,Potongan layanan e-wallet,Other Expense,expense,45278
2025-04-09,Beli jam tangan Casio,Shopping,expense,3739825
2025-01-03,Denda keterlambatan,Other Expense,expense,84559
2025-09-02,Langganan Netflix,Entertainment,expense,422537
2025-02-11,Beli vitamin di Guardian,Health & Medical,expense,137853
2024-10-28,Kopi di Starbucks,Food & Dining,expense,89699
2025-08-09,Beli game di Steam,Entertainment,expense,223071
2025-05-28,Bayar air PDAM,Bills & Utilities,expense,1247259
2025-02-06,Donasi ke masjid,Gift & Donation,expense,10594
2024-11-10,Isi bensin di SPBU Pertamina,Transportation,expense,79601
2024-11-24,Biaya transfer antar bank,Other Expense,expense,124868
2025-10-01,Bonus tahunan,Salary,income,13279258
2025-09-29,Naik Gojek ke kantor,Transportation,expense,130483
2025-04-30,Bayar uang sekolah anak,Education,expense,4033638
2025-08-03,Konsultasi dokter umum,Health & Medical,expense,1199082
2025-09-10,Denda keterlambatan,Other Expense,expense,358620
2025-01-09,Bayar uang sekolah anak,Education,expense,4462481
2025-08-22,Penjualan barang bekas,Other Income,income,418051
2024-11-02,Beli tiket bioskop XXI,Entertainment,expense,474949
2025-04-08,Tunjangan transportasi,Salary,income,13536835
2025-05-17,Beli vitamin di Guardian,Health & Medical,expense,157555
2025-03-02,Donasi ke masjid,Gift & Donation,expense,121669
2025-02-13,Belanja bulanan di Superindo,Shopping,expense,1886707
2025-01-08,Beli game di Steam,Entertainment,expense,991035
2025-07-07,Tiket KRL Bekasi-Jakarta,Transportation,expense,105156
2025-05-24,Top up pulsa Telkomsel,Bills & Utilities,expense,1288189
2024-12-02,Les bahasa Inggris,Education,expense,2134188
2025-06-25,Belanja bulanan di Superindo,Shopping,expense,606337
2025-06-02,Bayar kursus online,Education,expense,3505143
2025-05-22,Bayar air PDAM,Bills & Utilities,expense,1092318
2025-04-29,Kopi di Starbucks,Food & Dining,expense,81984
2025-06-28,Cek kesehatan di RS Hermina,Health & Medical,expense,1893618
2025-08-19,Pendapatan proyek freelance,Salary,income,8590803
2025-02-19,Top up pulsa Telkomsel,Bills & Utilities,expense,700766
2025-01-14,Nonton konser musik,Entertainment,expense,372438
2025-04-07,Belanja bulanan di Superindo,Shopping,expense,3211227
2024-12-03,Naik Gojek ke kantor,Transportation,expense,31577
2025-01-06,Biaya administrasi bank,Other Expense,expense,293309
2024-12-08,Top up pulsa Telkomsel,Bills & Utilities,expense,1764277
2024-11-17,Penarikan tunai ATM,Other Expense,expense,11094
2024-11-07,Bonus tahunan,Salary,income,7239478
2025-10-04,Tes darah di klinik,Health & Medical,expense,1487936
2025-09-28,Denda keterlambatan,Other Expense,expense,309891
2025-01-14,Naik Gojek ke kantor,Transportation,expense,244063
2024-12-12,Tes darah di klinik,Health & Medical,expense,131667
2024-11-11,Sumbangan ke panti asuhan,Gift & Donation,expense,654206
2025-01-17,Pesan GoFood,Food & Dining,expense,224925
2025-03-07,Gaji bulanan PT Astra,Salary,income,14955099
2025-07-18,Konsultasi dokter umum,Health & Medical,expense,200330
2024-12-31,Donasi ke masjid,Gift & Donation,expense,78097
2025-03-04,Gaji lembur,Salary,income,7640633
2024-12-10,Pendapatan tambahan,Other Income,income,270264
2025-10-09,Hadiah ulang tahun untuk teman,Gift & Donation,expense,307477
2025-04-13,Dinner di restoran Jepang,Food & Dining,expense,105357
2025-06-10,Biaya transfer antar bank,Other Expense,expense,198089
2025-03-21,Hasil penjualan produk,Business,income,7229241
2025-03-29,Bayar air PDAM,Bills & Utilities,expense,1497238
2025-02-22,Beli buku pelajaran,Education,expense,3969553
2024-11-09,Beli sepatu di Tokopedia,Shopping,expense,716501
2024-12-21,Beli makanan di Indomaret,Food & Dining,expense,97426
2024-12-25,Bayar tol,Transportation,expense,49145
2025-03-15,Biaya administrasi bank,Other Expense,expense,413894
2025-08-14,Les bahasa Inggris,Education,expense,2107008
2025-06-01,Biaya transfer antar bank,Other Expense,expense,224895
2025-08-18,Tiket KRL Bekasi-Jakarta,Transportation,expense,89310
2025-06-21,Penarikan tunai ATM,Other Expense,expense,354028
2025-01-10,Kopi di Starbucks,Food & Dining,expense,224888
2024-11-24,Langganan Spotify,Entertainment,expense,71288
2025-05-09,Kopi di Starbucks,Food & Dining,expense,117812
2025-09-24,Pendapatan proyek freelance,Salary,income,11668769
2025-06-09,Denda keterlambatan,Other Expense,expense,79679
2025-09-24,Langganan platform e-learning,Education,expense,2740636
2024-10-25,Hadiah ulang tahun untuk teman,Gift & Donation,expense,921395
2025-05-22,Pesan gadget di Shopee,Shopping,expense,831955
2025-01-05,Tunjangan transportasi,Salary,income,5705070
2025-07-11,Beli sepatu di Tokopedia,Shopping,expense,4205361
2025-01-22,Cek kesehatan di RS Hermina,Health & Medical,expense,926337
2025-09-10,Makan siang di warung padang,Food & Dining,expense,209125
2025-09-01,Denda keterlambatan,Other Expense,expense,205571
2024-12-14,Bayar kursus online,Education,expense,4150006
2025-02-07,Pembayaran dari klien,Business,income,2979770
2025-03-11,Bayar uang sekolah anak,Education,expense,4553252
2025-08-20,Bayar iuran keamanan,Bills & Utilities,expense,1384429
2025-06-01,Hadiah ulang tahun untuk teman,Gift & Donation,expense,817101
2025-06-11,Biaya administrasi bank,Other Expense,expense,387019
2025-03-19,Zakat bulanan,Gift & Donation,expense,574964
2025-03-16,Gaji bulanan PT Astra,Salary,income,10580192
2025-08-19,Dinner di restoran Jepang,Food & Dining,expense,52924
2025-06-16,Pendapatan proyek freelance,Salary,income,19837229
2025-02-17,Zakat bulanan,Gift & Donation,expense,977929
2025-02-13,Bayar uang sekolah anak,Education,expense,3868761
2025-09-20,Tes darah di klinik,Health & Medical,expense,1837118
2025-09-29,Pesan GoFood,Food & Dining,expense,153243
2024-10-24,Langganan internet Indihome,Bills & Utilities,expense,1213048
2025-02-12,Langganan Netflix,Entertainment,expense,881412
2025-05-13,Bonus tahunan,Salary,income,5037755
2024-11-29,Bayar tagihan listrik PLN,Bills & Utilities,expense,1782736
2025-07-28,Konsultasi dokter umum,Health & Medical,expense,923998
2025-09-14,Beli makanan di Indomaret,Food & Dining,expense,180539
2025-07-03,Sumbangan ke panti asuhan,Gift & Donation,expense,618358
2025-09-25,Nonton konser musik,Entertainment,expense,599190
2025-02-19,Beli obat di apotek,Health & Medical,expense,1991185
2025-04-08,Bayar iuran keamanan,Bills & Utilities,expense,471692
2024-10-29,Pembayaran dari klien,Business,income,7705822
2025-09-18,Parkir di Mall,Transportation,expense,74381
2024-12-11,Gaji bulanan PT Astra,Salary,income,7178982
2025-01-16,Denda keterlambatan,Other Expense,expense,354696
2025-05-22,Tes darah di klinik,Health & Medical,expense,389448
2025-01-13,Bayar air PDAM,Bills & Utilities,expense,857972
2025-03-29,Parkir di Mall,Transportation,expense,152165
2025-09-14,Potongan layanan e-wallet,Other Expense,expense,45960
2024-12-23,Isi bensin di SPBU Pertamina,Transportation,expense,233616
2024-11-24,Pesan GoFood,Food & Dining,expense,161584
2025-06-10,Belanja pakaian di Uniqlo,Shopping,expense,2881405
2025-07-22,Tiket KRL Bekasi-Jakarta,Transportation,expense,131974
2025-06-25,Pendapatan toko online,Business,income,5169108
2024-12-08,Parkir di Mall,Transportation,expense,102599
2025-01-26,Beli jam tangan Casio,Shopping,expense,4624345
2025-09-04,Beli obat di apotek,Health & Medical,expense,1736897
2025-01-13,Naik Gojek ke kantor,Transportation,expense,48223
2025-07-16,Beli buku pelajaran,Education,expense,4586304
2025-09-10,Beli game di Steam,Entertainment,expense,388451
2025-05-09,Kopi di Starbucks,Food & Dining,expense,246702
2025-05-16,Tiket KRL Bekasi-Jakarta,Transportation,expense,65668
2025-09-04,Beli sepatu di Tokopedia,Shopping,expense,4105247
2025-02-15,Sumbangan ke panti asuhan,Gift & Donation,expense,885048
2025-08-03,Refund pembelian,Other Income,income,414141
2025-04-04,Pendapatan proyek freelance,Salary,income,15779820
2024-11-12,Beli buku pelajaran,Education,expense,405173
2024-10-23,Bonus tahunan,Salary,income,14578771
2025-09-27,Bayar kursus online,Education,expense,3225070
2025-05-22,Penjualan barang bekas,Other Income,income,403075
2025-06-16,Kopi di Starbucks,Food & Dining,expense,64682
2025-08-22,Belanja pakaian di Uniqlo,Shopping,expense,4416389
2025-08-21,Pendapatan toko online,Business,income,2777847
2025-08-01,Pendapatan proyek freelance,Salary,income,14254389
2024-12-22,Denda keterlambatan,Other Expense,expense,337651
2025-02-24,Kopi di Starbucks,Food & Dining,expense,183608
2025-03-21,Komisi reseller,Business,income,1153284
2025-03-24,Naik Gojek ke kantor,Transportation,expense,184279
2025-05-04,Pesan gadget di Shopee,Shopping,expense,1333765
2025-05-20,Tes darah di klinik,Health & Medical,expense,206022
2024-11-29,Hasil penjualan produk,Business,income,8859869
2025-05-18,Tes darah di klinik,Health & Medical,expense,97672
2025-04-07,Kopi di Starbucks,Food & Dining,expense,116875
2024-12-31,Biaya administrasi bank,Other Expense,expense,498327
2025-08-24,Pemasukan usaha kecil,Business,income,2179778
2024-12-09,Bayar kursus online,Education,expense,2316268
2024-12-24,Les bahasa Inggris,Education,expense,1631918
2025-08-16,Hadiah ulang tahun untuk teman,Gift & Donation,expense,849250
2024-11-16,Isi bensin di SPBU Pertamina,Transportation,expense,82486
2025-07-26,Konsultasi dokter umum,Health & Medical,expense,1964643
2025-08-13,Tiket KRL Bekasi-Jakarta,Transportation,expense,238144
2025-03-23,Potongan layanan e-wallet,Other Expense,expense,485172
2024-12-12,Hasil penjualan produk,Business,income,7272119
2025-05-25,Kopi di Starbucks,Food & Dining,expense,68741
2025-03-08,Penjualan barang bekas,Other Income,income,398546
2024-11-26,Pesan GoFood,Food & Dining,expense,69448
2024-12-15,Sumbangan ke panti asuhan,Gift & Donation,expense,944703
2025-06-19,Gaji bulanan PT Astra,Salary,income,18581166
2025-07-26,Langganan platform e-learning,Education,expense,996666
2025-08-20,Cek kesehatan di RS Hermina,Health & Medical,expense,1226901
2025-04-11,Langganan Netflix,Entertainment,expense,196559
2025-10-15,Belanja bulanan di Superindo,Shopping,expense,921356
2025-06-19,Cashback e-wallet,Other Income,income,124513
2025-01-16,Penarikan tunai ATM,Other Expense,expense,396852
2025-02-21,Pendapatan tambahan,Other Income,income,223862
2025-03-10,Beli makanan di Indomaret,Food & Dining,expense,118330
2025-02-20,Gaji lembur,Salary,income,5996091
2025-08-31,Bayar air PDAM,Bills & Utilities,expense,1498553
2025-07-19,Bayar air PDAM,Bills & Utilities,expense,713849
2025-05-17,Beli buku pelajaran,Education,expense,3552273
2025-03-08,Donasi ke masjid,Gift & Donation,expense,271127
2025-10-18,Sumbangan ke panti asuhan,Gift & Donation,expense,450636
2025-07-03,Konsultasi dokter umum,Health & Medical,expense,53046
2025-08-20,Bayar tol,Transportation,expense,60112
2025-10-10,Denda keterlambatan,Other Expense,expense,77209
2025-09-15,Hadiah ulang tahun untuk teman,Gift & Donation,expense,618388
2024-12-28,Isi bensin di SPBU Pertamina,Transportation,expense,196402
2025-02-26,Pesan GoFood,Food & Dining,expense,44413
2025-10-07,Biaya administrasi bank,Other Expense,expense,216946
2025-03-12,Beli sepatu di Tokopedia,Shopping,expense,994670
2025-09-20,Sumbangan ke panti asuhan,Gift & Donation,expense,230415
2025-10-13,Biaya administrasi bank,Other Expense,expense,17214
2025-04-14,Bayar tagihan listrik PLN,Bills & Utilities,expense,532712
2025-01-05,Bonus tahunan,Salary,income,17151975
2025-04-28,Cashback e-wallet,Other Income,income,180452
2025-09-24,Top up pulsa Telkomsel,Bills & Utilities,expense,1188140
2025-06-06,Penjualan barang bekas,Other Income,income,357665
2025-02-04,Beli tiket bioskop XXI,Entertainment,expense,428117
2025-09-27,Beli buku pelajaran,Education,expense,2136489
2025-03-11,Pendapatan proyek freelance,Salary,income,12339206
2024-10-23,Kopi di Starbucks,Food & Dining,expense,247170
2024-11-22,Bonus tahunan,Salary,income,18109600
2025-07-17,Dinner di restoran Jepang,Food & Dining,expense,171557
2024-12-17,Beli game di Steam,Entertainment,expense,944116
2025-03-16,Cek kesehatan di RS Hermina,Health & Medical,expense,635793
2024-10-29,Beli jam tangan Casio,Shopping,expense,4019774
2025-08-18,Pendapatan toko online,Business,income,8124054
2025-09-16,Les bahasa Inggris,Education,expense,1981696
2025-10-09,Bonus tahunan,Salary,income,19492961
2025-05-09,Beli vitamin di Guardian,Health & Medical,expense,615475
2025-02-11,Beli jam tangan Casio,Shopping,expense,3725294
2025-02-19,Belanja pakaian di Uniqlo,Shopping,expense,4126046
2025-07-31,Bayar air PDAM,Bills & Utilities,expense,1168913
2024-12-17,Bunga tabungan bank,Other Income,income,150339
2025-07-16,Denda keterlambatan,Other Expense,expense,143594
2025-03-10,Biaya administrasi bank,Other Expense,expense,461937
2025-03-29,Pendapatan tambahan,Other Income,income,401330
2024-11-23,Bayar tagihan listrik PLN,Bills & Utilities,expense,1289412
2025-03-15,Isi bensin di SPBU Pertamina,Transportation,expense,76086
2025-09-01,Nonton konser musik,Entertainment,expense,622316
2025-09-08,Pembayaran dari klien,Business,income,8838891
2025-01-06,Pendapatan toko online,Business,income,828330
2025-05-24,Bayar uang sekolah anak,Education,expense,4864318
2025-06-25,Bayar kursus online,Education,expense,1722517
2025-03-27,Belanja pakaian di Uniqlo,Shopping,expense,3613889
2025-08-18,Tes darah di klinik,Health & Medical,expense,468312
2025-09-29,Refund pembelian,Other Income,income,451403
2025-08-06,Zakat bulanan,Gift & Donation,expense,384223
2025-06-20,Bayar tol,Transportation,expense,173740
2025-04-06,Beli tiket bioskop XXI,Entertainment,expense,68028
2025-06-20,Les bahasa Inggris,Education,expense,2123056
2025-07-01,Hasil penjualan produk,Business,income,4318119
2024-10-30,Bayar iuran keamanan,Bills & Utilities,expense,1546467
2025-08-07,Naik Gojek ke kantor,Transportation,expense,244861
2025-05-20,Beli sepatu di Tokopedia,Shopping,expense,418064
2025-05-21,Beli game di Steam,Entertainment,expense,580967
2024-12-13,Biaya administrasi bank,Other Expense,expense,367019
2024-12-30,Komisi reseller,Business,income,4203271
2025-02-10,Penarikan tunai ATM,Other Expense,expense,204446
2025-03-02,Naik Gojek ke kantor,Transportation,expense,13066
2024-12-22,Beli bunga untuk keluarga,Gift & Donation,expense,304032
2025-06-09,Pendapatan tambahan,Other Income,income,478243
2025-04-14,Langganan Netflix,Entertainment,expense,988430
2024-12-21,Nonton konser musik,Entertainment,expense,118052
2025-07-23,Konsultasi dokter umum,Health & Medical,expense,1615351
2024-11-13,Bunga tabungan bank,Other Income,income,259567
2025-07-26,Denda keterlambatan,Other Expense,expense,97575
2025-06-29,Cashback e-wallet,Other Income,income,438377
2025-04-09,Beli game di Steam,Entertainment,expense,124955
2025-08-16,Tiket KRL Bekasi-Jakarta,Transportation,expense,70117
2024-10-22,Donasi ke masjid,Gift & Donation,expense,457852
2025-04-22,Denda keterlambatan,Other Expense,expense,404960
2025-10-13,Gaji lembur,Salary,income,7756401
2025-09-08,Makan siang di warung padang,Food & Dining,expense,31199
2025-01-28,Penjualan barang bekas,Other Income,income,100213
2024-11-14,Beli sepatu di Tokopedia,Shopping,expense,1554845
2025-01-31,Beli tiket bioskop XXI,Entertainment,expense,159070
2024-11-22,Beli vitamin di Guardian,Health & Medical,expense,1437604
2025-09-03,Bonus tahunan,Salary,income,7256787
2025-02-03,Makan siang di warung padang,Food & Dining,expense,212226
2025-10-08,Penjualan barang bekas,Other Income,income,236399
2025-01-11,Belanja pakaian di Uniqlo,Shopping,expense,4023935
2025-01-17,Bayar tagihan listrik PLN,Bills & Utilities,expense,885458
2025-01-19,Beli makanan di Indomaret,Food & Dining,expense,240387
2025-01-10,Naik Gojek ke kantor,Transportation,expense,65518
2025-05-22,Isi bensin di SPBU Pertamina,Transportation,expense,38426
2025-10-15,Bayar air PDAM,Bills & Utilities,expense,1804144
2025-10-22,Pesan gadget di Shopee,Shopping,expense,4414272
2025-10-03,Potongan layanan e-wallet,Other Expense,expense,288326
2025-04-08,Zakat bulanan,Gift & Donation,expense,939445
2025-08-22,Bonus tahunan,Salary,income,13939702
2025-02-09,Pendapatan tambahan,Other Income,income,245436
2025-08-30,Bayar air PDAM,Bills & Utilities,expense,1854666
2025-04-01,Tunjangan transportasi,Salary,income,9365912
2024-11-01,Hadiah ulang tahun untuk teman,Gift & Donation,expense,215803
2025-05-02,Langganan internet Indihome,Bills & Utilities,expense,1720171
2024-12-07,Komisi reseller,Business,income,2435210
2024-11-18,Penarikan tunai ATM,Other Expense,expense,130448
2024-12-18,Potongan layanan e-wallet,Other Expense,expense,303635
2025-09-19,Pendapatan proyek freelance,Salary,income,14741897
2024-11-18,Penarikan tunai ATM,Other Expense,expense,281557
2025-02-17,Belanja bulanan di Superindo,Shopping,expense,1110547
2025-07-09,Langganan Netflix,Entertainment,expense,919996
2024-11-28,Zakat bulanan,Gift & Donation,expense,263225
2024-12-03,Pemasukan usaha kecil,Business,income,6189354
2024-12-08,Pemasukan usaha kecil,Business,income,4856342
2025-07-30,Tes darah di klinik,Health & Medical,expense,335590
2025-05-28,Belanja pakaian di Uniqlo,Shopping,expense,4164682
2025-02-11,Beli tiket bioskop XXI,Entertainment,expense,752719
2025-07-14,Cashback e-wallet,Other Income,income,87501
2024-11-27,Beli bunga untuk keluarga,Gift & Donation,expense,452627
2024-12-02,Potongan layanan e-wallet,Other Expense,expense,396788
2025-01-14,Langganan platform e-learning,Education,expense,2417866
2024-11-07,Bayar kursus online,Education,expense,196717
2024-11-06,Makan siang di warung padang,Food & Dining,expense,63848
2025-09-13,Beli buku pelajaran,Education,expense,780007
2025-06-25,Isi bensin di SPBU Pertamina,Transportation,expense,221123
2025-07-24,Bayar tol,Transportation,expense,179750
2025-09-09,Bayar kursus online,Education,expense,316772
2025-04-20,Penarikan tunai ATM,Other Expense,expense,174020
2025-07-07,Bayar tagihan listrik PLN,Bills & Utilities,expense,1453936
2025-03-04,Tes darah di klinik,Health & Medical,expense,384022
2025-01-05,Tiket KRL Bekasi-Jakarta,Transportation,expense,167377
2025-07-25,Pendapatan tambahan,Other Income,income,259969
2025-07-16,Beli vitamin di Guardian,Health & Medical,expense,1958940
2025-01-19,Isi bensin di SPBU Pertamina,Transportation,expense,226100
2025-09-05,Konsultasi dokter umum,Health & Medical,expense,1703205
2025-05-04,Kopi di Starbucks,Food & Dining,expense,265825
2025-06-01,Beli makanan di Indomaret,Food & Dining,expense,265006
2025-08-24,Makan siang di warung padang,Food & Dining,expense,45613
2025-02-24,Kopi di Starbucks,Food & Dining,expense,218126
2024-12-06,Les bahasa Inggris,Education,expense,3132202
2025-03-11,Potongan layanan e-wallet,Other Expense,expense,287891
2025-05-03,Beli jam tangan Casio,Shopping,expense,4772798
2025-05-21,Isi bensin di SPBU Pertamina,Transportation,expense,49131
2025-02-15,Konsultasi dokter umum,Health & Medical,expense,724528
2025-04-27,Bayar kursus online,Education,expense,2701528
2025-05-02,Belanja bulanan di Superindo,Shopping,expense,401257
2025-09-07,Pendapatan toko online,Business,income,8381419
2025-02-05,Dinner di restoran Jepang,Food & Dining,expense,146033
2025-09-01,Bayar iuran keamanan,Bills & Utilities,expense,1270761
2025-04-21,Gaji lembur,Salary,income,18195669
2025-09-12,Beli makanan di Indomaret,Food & Dining,expense,295682
2024-11-24,Beli sepatu di Tokopedia,Shopping,expense,559287
2024-12-23,Beli obat di apotek,Health & Medical,expense,1864563
2025-07-19,Langganan internet Indihome,Bills & Utilities,expense,360601
2024-10-24,Pemasukan usaha kecil,Business,income,4889050
2025-09-16,Penjualan barang bekas,Other Income,income,103032
2025-07-04,Komisi reseller,Business,income,4677784
2025-05-03,Pembayaran dari klien,Business,income,3648815
2025-05-14,Pendapatan toko online,Business,income,4992929
2025-10-01,Beli tiket bioskop XXI,Entertainment,expense,88713
2025-09-03,Beli jam tangan Casio,Shopping,expense,2525906
2025-07-16,Penarikan tunai ATM,Other Expense,expense,309588
2025-05-18,Penjualan barang bekas,Other Income,income,166021
2025-02-23,Belanja pakaian di Uniqlo,Shopping,expense,3571535
2025-04-28,Penarikan tunai ATM,Other Expense,expense,388666
2025-05-30,Potongan layanan e-wallet,Other Expense,expense,122131
2025-02-27,Parkir di Mall,Transportation,expense,31539
2025-05-09,Gaji bulanan PT Astra,Salary,income,9892660
2025-01-10,Refund pembelian,Other Income,income,195952
2024-11-12,Les bahasa Inggris,Education,expense,1665222
2025-10-02,Bayar air PDAM,Bills & Utilities,expense,873948
2025-10-06,Bayar uang sekolah anak,Education,expense,1668294
2024-11-02,Cek kesehatan di RS Hermina,Health & Medical,expense,1452290
2025-05-03,Bayar tol,Transportation,expense,90669
2025-03-19,Langganan internet Indihome,Bills & Utilities,expense,1175797
2025-07-07,Zakat bulanan,Gift & Donation,expense,970783
2024-12-16,Pesan GoFood,Food & Dining,expense,213132
2025-10-14,Nonton konser musik,Entertainment,expense,545304
2025-03-12,Pembayaran dari klien,Business,income,6062506
2025-06-17,Penarikan tunai ATM,Other Expense,expense,329865
2025-10-01,Biaya administrasi bank,Other Expense,expense,370845
2025-03-19,Bayar kursus online,Education,expense,582541
2025-02-03,Cek kesehatan di RS Hermina,Health & Medical,expense,1972010
2025-04-21,Beli tiket bioskop XXI,Entertainment,expense,223768
2025-08-18,Hasil penjualan produk,Business,income,5786061
2025-05-12,Biaya administrasi bank,Other Expense,expense,391918
2024-12-13,Beli tiket bioskop XXI,Entertainment,expense,114432
2025-06-11,Tiket KRL Bekasi-Jakarta,Transportation,expense,147943
2025-07-27,Gaji bulanan PT Astra,Salary,income,5810848
2025-02-22,Hadiah ulang tahun untuk teman,Gift & Donation,expense,632138
2025-07-01,Isi bensin di SPBU Pertamina,Transportation,expense,66828
2025-09-16,Beli jam tangan Casio,Shopping,expense,2759689
2025-05-18,Langganan Netflix,Entertainment,expense,916336
2024-12-03,Makan siang di warung padang,Food & Dining,expense,284705
2025-05-09,Tunjangan transportasi,Salary,income,6598999
2025-05-18,Gaji lembur,Salary,income,18067997
2024-10-26,Pemasukan usaha kecil,Business,income,679045
2024-11-04,Beli sepatu di Tokopedia,Shopping,expense,296610
2025-04-11,Sumbangan ke panti asuhan,Gift & Donation,expense,826455
2025-07-30,Bayar tagihan listrik PLN,Bills & Utilities,expense,368240
2024-10-28,Zakat bulanan,Gift & Donation,expense,266257
2025-04-10,Biaya transfer antar bank,Other Expense,expense,257607
2025-03-06,Refund pembelian,Other Income,income,392342
2024-12-22,Konsultasi dokter umum,Health & Medical,expense,1569968
2025-09-04,Bayar tagihan listrik PLN,Bills & Utilities,expense,1526316
2025-04-28,Beli game di Steam,Entertainment,expense,659361
2024-11-20,Beli buku pelajaran,Education,expense,739647
2024-11-27,Konsultasi dokter umum,Health & Medical,expense,1745575
2025-09-14,Tiket KRL Bekasi-Jakarta,Transportation,expense,212340
2024-12-16,Donasi ke masjid,Gift & Donation,expense,575422
2025-02-17,Cek kesehatan di RS Hermina,Health & Medical,expense,882573
2025-04-15,Komisi reseller,Business,income,942518
2025-05-18,Hadiah ulang tahun untuk teman,Gift & Donation,expense,214163
2025-02-09,Beli sepatu di Tokopedia,Shopping,expense,4293399
2025-02-21,Belanja pakaian di Uniqlo,Shopping,expense,3835711
2025-04-12,Tes darah di klinik,Health & Medical,expense,927173
2025-03-01,Naik Gojek ke kantor,Transportation,expense,19563
2024-12-27,Denda keterlambatan,Other Expense,expense,282462
2024-11-12,Komisi reseller,Business,income,6654486
2025-04-12,Cashback e-wallet,Other Income,income,134596
2025-05-29,Pendapatan proyek freelance,Salary,income,12304317
2025-07-14,Biaya administrasi bank,Other Expense,expense,373691
2024-12-26,Naik Gojek ke kantor,Transportation,expense,121808
