date,description,category,type,amount
2025-04-24,Gaji bulanan dari perusahaan,Salary,income,18372997
2025-05-07,Beli skincare di Watsons,Shopping,expense,2033561
2025-03-26,Nonton konser K-pop,Entertainment,expense,756839
2024-11-08,Bayar tol Cikampek,Transportation,expense,75758
2025-03-28,Pesan makanan lewat GrabFood,Food & Dining,expense,197299
2025-05-10,Pesan makanan lewat GrabFood,Food & Dining,expense,74507
2025-03-17,Bunga deposito bank,Other Income,income,95089
2024-10-27,Penjualan produk handmade,Business,income,6507934
2025-01-18,Biaya admin bank,Other Expense,expense,359872
2025-08-28,Pendapatan dari freelance,Salary,income,19779312
2024-12-27,Cashback ShopeePay,Other Income,income,177790
2025-01-23,Gaji bulanan dari perusahaan,Salary,income,6424285
2025-10-14,Beli mainan anak di Gramedia,Shopping,expense,2390463
2024-11-06,Beli kopi di Janji Jiwa,Food & Dining,expense,229822
2025-01-14,Beli bunga untuk ibu,Gift & Donation,expense,815865
2025-09-30,Beli kopi di Janji Jiwa,Food & Dining,expense,42384
2024-10-27,Bayar air PAM,Bills & Utilities,expense,191928
2025-08-12,Beli buku pelajaran,Education,expense,1988432
2024-11-16,Langganan Skillshare,Education,expense,2690493
2025-04-07,Potongan layanan e-wallet,Other Expense,expense,419746
2025-03-29,Penjualan barang bekas,Other Income,income,470040
2025-03-01,Ngopi bareng teman di KFC,Food & Dining,expense,68385
2025-04-03,Langganan Skillshare,Education,expense,1364631
2024-10-23,Langganan Disney+,Entertainment,expense,405057
2024-12-21,Tunjangan makan bulanan,Salary,income,19601756
2025-01-04,Bonus proyek akhir tahun,Salary,income,12133651
2025-09-12,Cek kesehatan rutin,Health & Medical,expense,1300982
2025-07-01,Bayar air PAM,Bills & Utilities,expense,978702
2025-10-11,Penjualan produk handmade,Business,income,8800553
2025-03-27,Beli obat flu di apotek,Health & Medical,expense,503618
2025-04-13,Bayar tagihan listrik,Bills & Utilities,expense,1849783
2025-02-18,Beli laptop di Tokopedia,Shopping,expense,1664326
2025-07-16,Beli obat flu di apotek,Health & Medical,expense,1682368
2025-10-20,Beli sepatu di Shopee,Shopping,expense,1320074
2025-03-19,Parkir di kantor,Transportation,expense,148433
2025-10-16,Langganan Netflix Premium,Entertainment,expense,358895
2025-09-02,Penjualan barang bekas,Other Income,income,442502
2025-09-09,Beli skincare di Watsons,Shopping,expense,4665609
2025-01-27,Gaji bulanan dari perusahaan,Salary,income,18686008
2025-05-28,Beli kopi di Janji Jiwa,Food & Dining,expense,265785
2025-08-19,Beli bunga untuk ibu,Gift & Donation,expense,967895
2024-12-11,Biaya transfer antar bank,Other Expense,expense,41698
2025-03-08,Naik Transjakarta,Transportation,expense,123640
2025-06-06,Bayar air PAM,Bills & Utilities,expense,208528
2025-03-24,Pembayaran dari klien,Business,income,8050729
2024-12-09,Beli buku pelajaran,Education,expense,1190862
2025-10-04,Hadiah ulang tahun untuk teman,Gift & Donation,expense,956219
2025-03-02,Denda keterlambatan kartu kredit,Other Expense,expense,290012
2025-10-08,Gaji bulanan dari perusahaan,Salary,income,9659976
2025-02-28,Bayar kursus Python online,Education,expense,1276629
2025-02-07,Beli bunga untuk ibu,Gift & Donation,expense,545117
2025-04-08,Biaya admin bank,Other Expense,expense,215078
2025-01-21,Beli vitamin C di Guardian,Health & Medical,expense,1530745
2025-09-19,Nonton konser K-pop,Entertainment,expense,153569
2025-07-01,Biaya admin bank,Other Expense,expense,106356
2024-10-29,Penarikan tunai ATM,Other Expense,expense,393124
2025-04-16,Pembayaran dari klien,Business,income,5099886
2025-08-14,Pesan makanan lewat GrabFood,Food & Dining,expense,209912
2025-01-18,Bayar SPP anak,Education,expense,4820623
2024-10-22,Cashback ShopeePay,Other Income,income,428112
2025-04-29,Penarikan tunai ATM,Other Expense,expense,97145
2025-04-26,Biaya transfer antar bank,Other Expense,expense,158567
2025-04-16,Les privat matematika,Education,expense,3806717
2025-02-25,Naik Transjakarta,Transportation,expense,22730
2025-06-14,Tes darah di klinik,Health & Medical,expense,982625
2024-12-28,Donasi ke gereja,Gift & Donation,expense,832583
2025-05-09,Parkir di kantor,Transportation,expense,42088
2025-04-29,Penjualan produk handmade,Business,income,1950064
2025-05-04,Pemasukan dari usaha laundry,Business,income,2444645
2025-05-01,Bayar iuran RT,Bills & Utilities,expense,369617
2025-10-03,Beli game di Steam,Entertainment,expense,59013
2025-03-10,Beli skincare di Watsons,Shopping,expense,2297674
2025-06-23,Pendapatan toko online,Business,income,1058480
2025-05-07,Penjualan barang bekas,Other Income,income,298760
2025-04-18,Langganan internet Biznet,Bills & Utilities,expense,347266
2025-02-01,Bayar SPP anak,Education,expense,4955709
2025-08-15,Bayar kursus Python online,Education,expense,2846739
2025-04-05,Beli laptop di Tokopedia,Shopping,expense,2545847
2024-12-18,Biaya transfer antar bank,Other Expense,expense,259255
2025-03-18,Penjualan barang bekas,Other Income,income,116598
2024-11-20,Sarapan di Warung Nasi Uduk,Food & Dining,expense,155320
2025-08-11,Langganan Netflix Premium,Entertainment,expense,978487
2025-05-31,Naik Transjakarta,Transportation,expense,164799
2025-03-25,Bonus proyek akhir tahun,Salary,income,12264248
2024-11-03,Zakat bulanan,Gift & Donation,expense,283456
2025-03-20,Naik taksi Blue Bird,Transportation,expense,196440
2025-07-17,Beli vitamin C di Guardian,Health & Medical,expense,378214
2025-05-28,Biaya transfer antar bank,Other Expense,expense,11941
2025-07-14,Naik Transjakarta,Transportation,expense,215061
2024-10-26,Donasi ke gereja,Gift & Donation,expense,274602
2025-03-12,Zakat bulanan,Gift & Donation,expense,145844
2024-11-03,Penarikan tunai ATM,Other Expense,expense,208599
2025-03-16,Naik Transjakarta,Transportation,expense,180513
2024-11-01,Denda keterlambatan kartu kredit,Other Expense,expense,78796
2025-04-11,Langganan Netflix Premium,Entertainment,expense,535405
2025-02-21,Denda keterlambatan kartu kredit,Other Expense,expense,135801
2025-07-14,Beli buku pelajaran,Education,expense,3069951
2025-07-22,Beli laptop di Tokopedia,Shopping,expense,339236
2025-08-01,Makan malam di Solaria,Food & Dining,expense,121883
2024-11-13,Langganan Disney+,Entertainment,expense,35633
2025-01-20,Beli vitamin C di Guardian,Health & Medical,expense,672281
2025-05-11,Parkir di kantor,Transportation,expense,21048
2025-10-12,Beli kopi di Janji Jiwa,Food & Dining,expense,24979
2024-12-26,Donasi ke gereja,Gift & Donation,expense,922244
2024-11-21,Bayar air PAM,Bills & Utilities,expense,1735095
2025-08-28,Cashback ShopeePay,Other Income,income,228099
2025-04-23,Biaya admin bank,Other Expense,expense,287297
2025-09-28,Pembayaran dari klien,Business,income,3372149
2025-10-11,Tunjangan makan bulanan,Salary,income,13437100
2025-03-13,Penjualan produk handmade,Business,income,9568803
2025-03-25,Bunga deposito bank,Other Income,income,211519
2025-07-09,Hadiah ulang tahun untuk teman,Gift & Donation,expense,313785
2025-08-09,Potongan layanan e-wallet,Other Expense,expense,288119
2024-11-16,Penarikan tunai ATM,Other Expense,expense,124387
2025-08-07,Tes darah di klinik,Health & Medical,expense,397222
2025-07-25,Cek kesehatan rutin,Health & Medical,expense,953790
2025-03-27,Sumbangan ke yayasan yatim,Gift & Donation,expense,112779
2025-02-16,Beli game di Steam,Entertainment,expense,599032
2025-09-20,Pemasukan dari usaha laundry,Business,income,8044845
2025-08-12,Bayar air PAM,Bills & Utilities,expense,225860
2025-10-10,Cek kesehatan rutin,Health & Medical,expense,474455
2025-06-28,Penarikan tunai ATM,Other Expense,expense,66503
2024-11-03,Bayar iuran RT,Bills & Utilities,expense,1631810
2025-03-09,Bonus proyek akhir tahun,Salary,income,8231515
2024-11-21,Beli skincare di Watsons,Shopping,expense,535341
2025-03-05,Bonus proyek akhir tahun,Salary,income,11847121
2025-07-23,Naik Transjakarta,Transportation,expense,12504
2024-12-12,Komisi tambahan,Salary,income,8447435
2025-07-13,Pemasukan dari usaha laundry,Business,income,5357428
2025-07-06,Tunjangan makan bulanan,Salary,income,11533789
2025-08-31,Penarikan tunai ATM,Other Expense,expense,16845
2025-03-10,Naik taksi Blue Bird,Transportation,expense,78914
2025-08-25,Biaya admin bank,Other Expense,expense,159371
2025-02-16,Penarikan tunai ATM,Other Expense,expense,303721
2024-11-02,Penjualan produk handmade,Business,income,784585
2025-03-19,Bayar iuran RT,Bills & Utilities,expense,1381557
2025-06-06,Bayar kursus Python online,Education,expense,1777075
2025-04-30,Cashback ShopeePay,Other Income,income,207559
2025-08-19,Bayar tagihan listrik,Bills & Utilities,expense,244223
2024-11-24,Bayar tagihan listrik,Bills & Utilities,expense,520677
2024-12-30,Refund tiket pesawat,Other Income,income,36891
2025-01-25,Penjualan barang bekas,Other Income,income,186033
2024-11-30,Langganan internet Biznet,Bills & Utilities,expense,1441500
2025-05-29,Nonton konser K-pop,Entertainment,expense,502027
2025-01-12,Isi bensin Pertalite,Transportation,expense,199597
2025-07-17,Nonton konser K-pop,Entertainment,expense,893359
2025-02-06,Biaya transfer antar bank,Other Expense,expense,13366
2025-04-06,Beli vitamin C di Guardian,Health & Medical,expense,73827
2024-11-16,Bayar iuran RT,Bills & Utilities,expense,820627
2025-02-08,Beli kopi di Janji Jiwa,Food & Dining,expense,144788
2025-04-22,Komisi tambahan,Salary,income,5152826
2025-07-21,Bayar tol Cikampek,Transportation,expense,230856
2025-02-16,Penjualan barang bekas,Other Income,income,27701
2025-05-08,Penjualan produk handmade,Business,income,9708347
2025-08-26,Donasi ke gereja,Gift & Donation,expense,867385
2025-05-22,Zakat bulanan,Gift & Donation,expense,777964
2024-10-27,Nonton konser K-pop,Entertainment,expense,654363
2024-10-27,Pembayaran dari klien,Business,income,2243695
2025-06-04,Konsultasi dokter gigi,Health & Medical,expense,516577
2025-05-09,Beli sepatu di Shopee,Shopping,expense,1998014
2025-08-19,Tunjangan makan bulanan,Salary,income,12605449
2025-08-26,Bayar kursus Python online,Education,expense,281803
2025-08-31,Tes darah di klinik,Health & Medical,expense,363021
2024-12-09,Penarikan tunai ATM,Other Expense,expense,160849
2024-11-22,Donasi ke gereja,Gift & Donation,expense,646493
2024-10-25,Denda keterlambatan kartu kredit,Other Expense,expense,158802
2025-08-27,Bayar tagihan listrik,Bills & Utilities,expense,1340734
2025-08-07,Bayar tagihan listrik,Bills & Utilities,expense,1268012
2025-03-31,Komisi tambahan,Salary,income,14626407
2025-01-14,Beli skincare di Watsons,Shopping,expense,4802037
2025-08-02,Penjualan barang bekas,Other Income,income,11196
2025-03-29,Bayar iuran RT,Bills & Utilities,expense,1170776
2025-04-29,Tunjangan makan bulanan,Salary,income,7273951
2025-10-14,Bayar air PAM,Bills & Utilities,expense,1652270
2024-10-28,Beli buku pelajaran,Education,expense,1928240
2025-02-25,Pendapatan toko online,Business,income,9558159
2025-05-05,Parkir di kantor,Transportation,expense,84569
2024-10-24,Beli kopi di Janji Jiwa,Food & Dining,expense,151307
2025-09-06,Bayar iuran RT,Bills & Utilities,expense,195965
2025-09-30,Komisi reseller,Business,income,794435
2025-07-06,Beli bunga untuk ibu,Gift & Donation,expense,346634
2025-08-24,Beli tiket bioskop XXI,Entertainment,expense,774662
2025-09-29,Penjualan produk handmade,Business,income,5257789
2025-01-17,Sumbangan ke yayasan yatim,Gift & Donation,expense,823539
2024-12-31,Beli skincare di Watsons,Shopping,expense,2693212
2025-04-05,Beli bunga untuk ibu,Gift & Donation,expense,641218
2024-11-20,Gaji bulanan dari perusahaan,Salary,income,19139952
2025-02-04,Konsultasi dokter gigi,Health & Medical,expense,600248
2025-10-14,Penjualan produk handmade,Business,income,3281761
2025-01-23,Beli game di Steam,Entertainment,expense,776086
2025-03-12,Pembayaran dari klien,Business,income,4043614
2024-12-14,Beli bunga untuk ibu,Gift & Donation,expense,794096
2024-12-17,Refund tiket pesawat,Other Income,income,455757
2025-09-03,Hadiah ulang tahun untuk teman,Gift & Donation,expense,756633
2025-10-11,Pembayaran dari klien,Business,income,7444801
2025-03-06,Donasi ke gereja,Gift & Donation,expense,365109
2025-09-26,Cek kesehatan rutin,Health & Medical,expense,1609539
2024-11-14,Tes darah di klinik,Health & Medical,expense,1453463
2025-07-09,Konsultasi dokter gigi,Health & Medical,expense,86932
2025-08-24,Potongan layanan e-wallet,Other Expense,expense,121184
2024-12-10,Donasi ke gereja,Gift & Donation,expense,682839
2025-03-23,Beli obat flu di apotek,Health & Medical,expense,1531020
2024-11-07,Bayar tol Cikampek,Transportation,expense,237103
2025-06-05,Beli laptop di Tokopedia,Shopping,expense,4462530
2025-03-06,Pesan makanan lewat GrabFood,Food & Dining,expense,244626
2025-07-24,Bunga deposito bank,Other Income,income,76064
2025-03-18,Pendapatan dari freelance,Salary,income,7202661
2025-09-25,Penjualan produk handmade,Business,income,6482438
2025-04-04,Tes darah di klinik,Health & Medical,expense,1915309
2025-07-25,Komisi reseller,Business,income,9271831
2025-06-21,Penjualan produk handmade,Business,income,4191350
2025-03-10,Bayar tagihan listrik,Bills & Utilities,expense,659917
2025-06-18,Beli kopi di Janji Jiwa,Food & Dining,expense,245204
2025-04-29,Naik taksi Blue Bird,Transportation,expense,44460
2025-05-14,Beli mainan anak di Gramedia,Shopping,expense,408663
2025-07-25,Penjualan barang bekas,Other Income,income,118230
2024-11-14,Sumbangan ke yayasan yatim,Gift & Donation,expense,287002
2025-08-18,Les privat matematika,Education,expense,4838985
2025-02-17,Nonton konser K-pop,Entertainment,expense,735596
2025-02-01,Langganan internet Biznet,Bills & Utilities,expense,668481
2024-11-09,Sumbangan ke yayasan yatim,Gift & Donation,expense,801613
2025-06-26,Denda keterlambatan kartu kredit,Other Expense,expense,274222
2025-08-23,Bayar iuran RT,Bills & Utilities,expense,1097752
2025-06-12,Bayar iuran RT,Bills & Utilities,expense,985807
2025-01-29,Beli bunga untuk ibu,Gift & Donation,expense,537008
2025-01-02,Denda keterlambatan kartu kredit,Other Expense,expense,219356
2025-05-08,Penjualan produk handmade,Business,income,1353545
2025-09-18,Naik taksi Blue Bird,Transportation,expense,71009
2025-07-08,Naik Transjakarta,Transportation,expense,16957
2025-10-19,Beli tiket bioskop XXI,Entertainment,expense,330719
2025-09-04,Hadiah ulang tahun untuk teman,Gift & Donation,expense,244771
2025-08-30,Langganan Disney+,Entertainment,expense,208966
2025-07-28,Biaya transfer antar bank,Other Expense,expense,262470
2025-03-30,Penjualan barang bekas,Other Income,income,316850
2025-06-14,Tunjangan makan bulanan,Salary,income,19400808
2025-06-15,Bayar tagihan listrik,Bills & Utilities,expense,166629
2025-08-20,Bunga deposito bank,Other Income,income,489181
2025-04-18,Biaya transfer antar bank,Other Expense,expense,458066
2024-11-04,Beli tiket bioskop XXI,Entertainment,expense,293607
2025-06-21,Bayar air PAM,Bills & Utilities,expense,361575
2025-06-13,Bayar iuran RT,Bills & Utilities,expense,519248
2025-07-01,Bonus proyek akhir tahun,Salary,income,19206091
2025-08-01,Donasi ke gereja,Gift & Donation,expense,396712
2025-03-13,Bonus proyek akhir tahun,Salary,income,18107382
2025-09-20,Pendapatan dari freelance,Salary,income,14612259
2025-01-12,Bunga deposito bank,Other Income,income,208915
2025-08-03,Beli skincare di Watsons,Shopping,expense,2001672
2025-08-10,Isi bensin Pertalite,Transportation,expense,42133
2025-04-22,Parkir di kantor,Transportation,expense,23730
2025-08-10,Bayar SPP anak,Education,expense,4924030
2025-03-01,Beli vitamin C di Guardian,Health & Medical,expense,1288157
2025-02-25,Sumbangan ke yayasan yatim,Gift & Donation,expense,256900
2025-05-04,Bonus proyek akhir tahun,Salary,income,12349238
2024-11-14,Beli kopi di Janji Jiwa,Food & Dining,expense,219185
2024-12-20,Langganan Disney+,Entertainment,expense,842583
2025-01-09,Penjualan barang bekas,Other Income,income,236625
2024-12-29,Konsultasi dokter gigi,Health & Medical,expense,1674681
2025-10-02,Les privat matematika,Education,expense,4637585
2025-05-07,Denda keterlambatan kartu kredit,Other Expense,expense,24945
2025-03-14,Les privat matematika,Education,expense,1702915
2025-10-20,Beli tiket bioskop XXI,Entertainment,expense,536576
2025-07-11,Beli laptop di Tokopedia,Shopping,expense,2896938
2025-09-27,Cek kesehatan rutin,Health & Medical,expense,1599605
2025-08-25,Isi bensin Pertalite,Transportation,expense,106046
2025-05-16,Komisi tambahan,Salary,income,16104005
2024-12-25,Beli vitamin C di Guardian,Health & Medical,expense,1459485
2025-07-13,Beli skincare di Watsons,Shopping,expense,2270657
2025-02-13,Pendapatan tambahan kecil,Other Income,income,114582
2025-06-09,Penjualan produk handmade,Business,income,6134779
2025-01-04,Bayar SPP anak,Education,expense,4193850
2025-02-02,Pendapatan dari freelance,Salary,income,6986534
2025-10-01,Sarapan di Warung Nasi Uduk,Food & Dining,expense,246993
2025-09-24,Penjualan produk handmade,Business,income,8659174
2025-06-02,Bunga deposito bank,Other Income,income,120433
2025-04-05,Bayar air PAM,Bills & Utilities,expense,1983410
2025-07-15,Langganan Disney+,Entertainment,expense,569460
2024-12-24,Naik Transjakarta,Transportation,expense,146781
2024-11-12,Pesan makanan lewat GrabFood,Food & Dining,expense,76448
2025-02-07,Ngopi bareng teman di KFC,Food & Dining,expense,110276
2025-02-27,Tunjangan makan bulanan,Salary,income,6085516
2025-10-01,Langganan Netflix Premium,Entertainment,expense,309003
2024-12-02,Komisi tambahan,Salary,income,13240881
2024-12-09,Pesan makanan lewat GrabFood,Food & Dining,expense,202943
2025-09-08,Langganan Skillshare,Education,expense,2572207
2025-03-30,Biaya admin bank,Other Expense,expense,54286
2025-05-04,Bayar iuran RT,Bills & Utilities,expense,1598817
2025-10-07,Konsultasi dokter gigi,Health & Medical,expense,304997
2025-09-07,Beli buku pelajaran,Education,expense,4463372
2025-06-14,Hadiah ulang tahun untuk teman,Gift & Donation,expense,473782
2025-05-22,Naik Transjakarta,Transportation,expense,116348
2025-09-03,Biaya admin bank,Other Expense,expense,492626
2025-06-08,Beli mainan anak di Gramedia,Shopping,expense,3831137
2025-06-05,Komisi tambahan,Salary,income,13078352
2025-10-04,Naik taksi Blue Bird,Transportation,expense,184413
2025-07-06,Langganan Disney+,Entertainment,expense,387141
2025-08-19,Sarapan di Warung Nasi Uduk,Food & Dining,expense,255135
2025-02-14,Beli mainan anak di Gramedia,Shopping,expense,4811418
2024-11-30,Bonus proyek akhir tahun,Salary,income,8759379
2025-03-24,Les privat matematika,Education,expense,1230088
2025-03-17,Gaji bulanan dari perusahaan,Salary,income,11845407
2024-11-04,Komisi tambahan,Salary,income,12251846
2025-09-02,Top up pulsa XL,Bills & Utilities,expense,1253861
2025-06-22,Bayar kursus Python online,Education,expense,4846129
2025-01-09,Pendapatan tambahan kecil,Other Income,income,168753
2025-02-14,Zakat bulanan,Gift & Donation,expense,314885
2024-12-15,Ngopi bareng teman di KFC,Food & Dining,expense,189401
2025-08-09,Beli kopi di Janji Jiwa,Food & Dining,expense,291654
2025-10-12,Cashback ShopeePay,Other Income,income,240985
2025-02-08,Makan malam di Solaria,Food & Dining,expense,151578
2025-09-08,Ngopi bareng teman di KFC,Food & Dining,expense,140686
2025-09-29,Donasi ke gereja,Gift & Donation,expense,620400
2025-07-03,Beli obat flu di apotek,Health & Medical,expense,1968434
2025-09-24,Bonus proyek akhir tahun,Salary,income,15839241
2025-07-07,Makan malam di Solaria,Food & Dining,expense,201858
2024-11-07,Gaji bulanan dari perusahaan,Salary,income,16515434
2025-02-06,Komisi reseller,Business,income,1788003
2025-05-31,Bayar kursus Python online,Education,expense,1487627
2025-01-14,Beli buku pelajaran,Education,expense,4082342
2024-12-21,Konsultasi dokter gigi,Health & Medical,expense,1009356
2025-10-06,Penjualan produk handmade,Business,income,5308108
2024-11-07,Pembayaran dari klien,Business,income,7768882
2024-12-20,Beli vitamin C di Guardian,Health & Medical,expense,358783
2025-05-14,Refund tiket pesawat,Other Income,income,397319
2025-02-25,Bayar tagihan listrik,Bills & Utilities,expense,1633837
2025-09-27,Les privat matematika,Education,expense,1072461
2025-06-22,Beli sepatu di Shopee,Shopping,expense,669824
2025-04-03,Bayar SPP anak,Education,expense,1173551
2024-12-04,Tes darah di klinik,Health & Medical,expense,828346
2025-10-09,Makan malam di Solaria,Food & Dining,expense,233196
2025-06-19,Sumbangan ke yayasan yatim,Gift & Donation,expense,278019
2025-08-21,Gaji bulanan dari perusahaan,Salary,income,13241481
2025-09-06,Bayar kursus Python online,Education,expense,2938071
2024-11-12,Zakat bulanan,Gift & Donation,expense,739731
2025-06-07,Beli bunga untuk ibu,Gift & Donation,expense,567505
2025-03-31,Penjualan produk handmade,Business,income,9503401
2024-12-16,Naik Transjakarta,Transportation,expense,93048
2025-05-22,Beli bunga untuk ibu,Gift & Donation,expense,327117
2025-08-11,Belanja baju di Zara,Shopping,expense,333102
2025-05-17,Cashback ShopeePay,Other Income,income,12934
2025-03-02,Beli skincare di Watsons,Shopping,expense,3231057
2025-10-17,Beli kopi di Janji Jiwa,Food & Dining,expense,65770
2025-01-25,Makan malam di Solaria,Food & Dining,expense,67499
2025-06-16,Refund tiket pesawat,Other Income,income,179381
2025-03-28,Langganan internet Biznet,Bills & Utilities,expense,1857760
2025-07-11,Pembayaran dari klien,Business,income,4056571
2025-03-10,Pembayaran dari klien,Business,income,7909917
2025-01-26,Komisi reseller,Business,income,8097334
2024-10-31,Beli laptop di Tokopedia,Shopping,expense,4165281
2024-12-03,Tes darah di klinik,Health & Medical,expense,1384512
2025-10-02,Bayar iuran RT,Bills & Utilities,expense,1839663
2025-09-25,Gaji bulanan dari perusahaan,Salary,income,14610995
2025-06-13,Bayar SPP anak,Education,expense,4371474
2024-12-03,Cashback ShopeePay,Other Income,income,261553
2024-11-14,Bayar SPP anak,Education,expense,4819418
2024-11-05,Potongan layanan e-wallet,Other Expense,expense,330200
2025-09-11,Makan malam di Solaria,Food & Dining,expense,288807
2025-04-06,Pesan makanan lewat GrabFood,Food & Dining,expense,37214
2025-08-10,Potongan layanan e-wallet,Other Expense,expense,391910
2024-11-24,Beli vitamin C di Guardian,Health & Medical,expense,1592848
2025-03-03,Parkir di kantor,Transportation,expense,177265
2025-02-09,Ngopi bareng teman di KFC,Food & Dining,expense,159930
2025-08-19,Beli mainan anak di Gramedia,Shopping,expense,3501054
2025-06-22,Beli kopi di Janji Jiwa,Food & Dining,expense,90317
2025-01-24,Les privat matematika,Education,expense,1880027
2025-03-13,Komisi tambahan,Salary,income,5973570
2025-10-07,Pendapatan tambahan kecil,Other Income,income,159507
2025-02-21,Denda keterlambatan kartu kredit,Other Expense,expense,265160
2025-09-02,Beli tiket bioskop XXI,Entertainment,expense,59162
2025-09-22,Bunga deposito bank,Other Income,income,122748
2025-02-01,Penjualan barang bekas,Other Income,income,302497
2025-06-02,Cek kesehatan rutin,Health & Medical,expense,887413
2025-09-19,Ngopi bareng teman di KFC,Food & Dining,expense,73144
2025-01-24,Beli obat flu di apotek,Health & Medical,expense,816898
2025-05-24,Gaji bulanan dari perusahaan,Salary,income,6935116
2025-03-04,Potongan layanan e-wallet,Other Expense,expense,328298
2024-12-28,Bayar SPP anak,Education,expense,1157485
2024-11-21,Refund tiket pesawat,Other Income,income,73433
2025-03-01,Bayar kursus Python online,Education,expense,2136448
2025-04-28,Denda keterlambatan kartu kredit,Other Expense,expense,476901
2025-09-19,Bonus proyek akhir tahun,Salary,income,14092825
2025-07-07,Pendapatan toko online,Business,income,2902819
2025-09-25,Beli vitamin C di Guardian,Health & Medical,expense,876777
2025-02-22,Ngopi bareng teman di KFC,Food & Dining,expense,167073
2024-11-28,Naik Transjakarta,Transportation,expense,39628
2025-05-04,Beli obat flu di apotek,Health & Medical,expense,638984
2025-04-23,Biaya transfer antar bank,Other Expense,expense,222848
2025-02-25,Bayar air PAM,Bills & Utilities,expense,655385
2025-04-13,Biaya transfer antar bank,Other Expense,expense,307634
2025-08-10,Beli skincare di Watsons,Shopping,expense,96455
2024-11-04,Pendapatan dari freelance,Salary,income,7164273
2024-12-10,Beli mainan anak di Gramedia,Shopping,expense,2704789
2025-06-24,Beli laptop di Tokopedia,Shopping,expense,3399383
2025-01-29,Refund tiket pesawat,Other Income,income,403772
2025-07-19,Pesan makanan lewat GrabFood,Food & Dining,expense,33533
2025-01-04,Bayar kursus Python online,Education,expense,4496820
2025-03-21,Naik Transjakarta,Transportation,expense,218756
2024-12-23,Pendapatan tambahan kecil,Other Income,income,494149
2025-01-23,Bayar SPP anak,Education,expense,4527394
2025-06-29,Pemasukan dari usaha laundry,Business,income,5837414
2025-09-10,Belanja baju di Zara,Shopping,expense,2540268
2024-11-06,Komisi reseller,Business,income,1280731
2025-03-15,Tunjangan makan bulanan,Salary,income,7376243
2025-07-29,Langganan Netflix Premium,Entertainment,expense,392464
2025-06-02,Les privat matematika,Education,expense,409966
2025-08-13,Konsultasi dokter gigi,Health & Medical,expense,486322
2025-04-20,Ngopi bareng teman di KFC,Food & Dining,expense,153025
2025-09-01,Beli kopi di Janji Jiwa,Food & Dining,expense,228763
2025-08-26,Les privat matematika,Education,expense,4425244
2024-11-23,Beli skincare di Watsons,Shopping,expense,1071954
2025-05-24,Komisi reseller,Business,income,1514683
2025-10-09,Pesan makanan lewat GrabFood,Food & Dining,expense,63030
2025-06-12,Cek kesehatan rutin,Health & Medical,expense,1208841
2025-07-03,Tunjangan makan bulanan,Salary,income,12492008
2024-12-08,Pendapatan toko online,Business,income,5608919
2025-03-26,Donasi ke gereja,Gift & Donation,expense,771762
2025-01-03,Zakat bulanan,Gift & Donation,expense,45921
2025-03-13,Pendapatan dari freelance,Salary,income,10763190
2024-12-12,Makan malam di Solaria,Food & Dining,expense,155219
2025-07-02,Beli tiket bioskop XXI,Entertainment,expense,772637
2025-03-02,Langganan Disney+,Entertainment,expense,267799
2025-04-01,Beli sepatu di Shopee,Shopping,expense,4489077
2025-07-10,Bayar kursus Python online,Education,expense,3076312
2024-12-24,Pendapatan tambahan kecil,Other Income,income,297232
2025-08-07,Pembayaran dari klien,Business,income,3644367
2025-02-27,Bayar tol Cikampek,Transportation,expense,207238
2025-04-19,Makan malam di Solaria,Food & Dining,expense,165371
2025-03-09,Penjualan barang bekas,Other Income,income,13487
2025-02-25,Penjualan barang bekas,Other Income,income,82002
2025-07-14,Naik Transjakarta,Transportation,expense,43216
2025-09-12,Tunjangan makan bulanan,Salary,income,12249200
2025-05-13,Beli mainan anak di Gramedia,Shopping,expense,3573487
2024-11-27,Les privat matematika,Education,expense,2417398
2024-12-13,Naik taksi Blue Bird,Transportation,expense,23650
2025-08-01,Bayar iuran RT,Bills & Utilities,expense,107504
2025-06-06,Bayar tagihan listrik,Bills & Utilities,expense,1684554
2025-08-09,Beli buku pelajaran,Education,expense,3206068
2025-10-04,Denda keterlambatan kartu kredit,Other Expense,expense,152744
2025-10-01,Nonton konser K-pop,Entertainment,expense,671248
2025-03-01,Pesan makanan lewat GrabFood,Food & Dining,expense,219238
2025-04-18,Donasi ke gereja,Gift & Donation,expense,308059
2025-08-06,Langganan Skillshare,Education,expense,3662258
2025-07-18,Pemasukan dari usaha laundry,Business,income,9630970
2024-12-27,Komisi reseller,Business,income,3091919
2025-09-07,Refund tiket pesawat,Other Income,income,66536
2025-07-16,Penjualan barang bekas,Other Income,income,149550
2024-12-09,Bonus proyek akhir tahun,Salary,income,8772703
2024-11-20,Nonton konser K-pop,Entertainment,expense,960348
2025-05-17,Beli tiket bioskop XXI,Entertainment,expense,469817
2025-05-11,Pembayaran dari klien,Business,income,1504089
2024-12-22,Bayar tagihan listrik,Bills & Utilities,expense,911724
2024-10-24,Sarapan di Warung Nasi Uduk,Food & Dining,expense,177997
2024-11-20,Tunjangan makan bulanan,Salary,income,9977042
2025-07-25,Donasi ke gereja,Gift & Donation,expense,88752
2025-09-28,Bayar SPP anak,Education,expense,838562
2025-01-24,Beli skincare di Watsons,Shopping,expense,133347
2025-09-10,Belanja baju di Zara,Shopping,expense,3723404
